league,season,game,game_id,period,minute,second,expanded_minute,type,outcome_type,team_id,team,player_id,player,x,y,end_x,end_y,goal_mouth_y,goal_mouth_z,blocked_x,blocked_y,is_touch,is_shot,is_goal,card_type,related_event_id,related_player_id
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,21.0,66,Pass,Successful,165,Ipswich,134666.0,Sam Morsy,60.6,30.2,63.2,69.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,24.0,66,Pass,Successful,165,Ipswich,108640.0,Conor Townsend,63.2,69.1,76.9,88.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,28.0,66,Pass,Successful,165,Ipswich,411335.0,Jaden Philogene,86.9,76.9,96.0,70.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,29.0,66,Pass,Unsuccessful,165,Ipswich,108640.0,Conor Townsend,95.4,72.6,94.6,67.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,29.0,66,BallTouch,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,11.4,28.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,31.0,66,Clearance,Successful,26,Liverpool,363884.0,Ryan Gravenberch,10.0,31.0,22.7,30.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,32.0,66,BallRecovery,Successful,26,Liverpool,108226.0,Mohamed Salah,22.9,32.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,33.0,66,Dispossessed,Successful,26,Liverpool,108226.0,Mohamed Salah,22.7,35.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,33.0,66,Tackle,Successful,165,Ipswich,270446.0,Kalvin Phillips,77.3,64.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,34.0,66,BallRecovery,Successful,165,Ipswich,270446.0,Kalvin Phillips,78.6,61.5,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,38.0,66,Pass,Successful,165,Ipswich,270446.0,Kalvin Phillips,78.0,56.3,74.3,31.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,40.0,66,Pass,Successful,165,Ipswich,299271.0,Axel Tuanzebe,74.9,29.9,81.7,15.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,42.0,66,Pass,Unsuccessful,165,Ipswich,349484.0,Ben Johnson,80.6,19.0,87.2,32.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,42.0,66,BallTouch,Successful,26,Liverpool,345319.0,Alexis Mac Allister,9.6,68.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,44.0,66,CornerAwarded,Successful,165,Ipswich,349484.0,Ben Johnson,96.0,25.3,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,58,44.0,66,CornerAwarded,Unsuccessful,26,Liverpool,345319.0,Alexis Mac Allister,4.0,74.7,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,25.0,67,Pass,Unsuccessful,165,Ipswich,108640.0,Conor Townsend,99.5,0.5,96.0,41.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,26.0,67,Clearance,Successful,26,Liverpool,115726.0,Andy Robertson,3.7,58.4,22.6,72.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,29.0,67,TakeOn,Successful,165,Ipswich,430908.0,Omari Hutchinson,77.4,29.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,29.0,67,Challenge,Unsuccessful,26,Liverpool,318871.0,Trent Alexander-Arnold,22.6,70.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,31.0,67,SavedShot,Successful,165,Ipswich,430908.0,Omari Hutchinson,76.5,35.8,,,51.6,10.1,98.0,48.6,True,True,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,32.0,67,Save,Successful,26,Liverpool,114147.0,Alisson Becker,2.3,50.1,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,32.0,67,KeeperPickup,Successful,26,Liverpool,114147.0,Alisson Becker,2.3,50.1,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,40.0,67,Pass,Successful,26,Liverpool,114147.0,Alisson Becker,12.4,39.9,25.8,26.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,46.0,67,Pass,Successful,26,Liverpool,363884.0,Ryan Gravenberch,30.3,24.8,29.7,59.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,55.0,67,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,56.1,43.3,62.7,16.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,59,59.0,67,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,67.3,11.0,59.9,17.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,5.0,68,Pass,Successful,26,Liverpool,363884.0,Ryan Gravenberch,70.2,34.9,82.4,6.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,8.0,68,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,80.9,8.6,71.0,17.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,11.0,68,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,70.8,25.2,69.0,44.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,13.0,68,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,68.3,45.8,67.2,65.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,15.0,68,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,67.4,66.3,82.5,86.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,20.0,68,Pass,Unsuccessful,26,Liverpool,352825.0,Cody Gakpo,74.4,67.8,90.7,51.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,21.0,68,Clearance,Successful,165,Ipswich,381161.0,Jacob Greaves,8.6,51.5,32.3,52.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,23.0,68,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,71.4,46.1,66.7,76.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,29.0,68,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,70.0,74.2,79.9,92.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,31.0,68,Pass,Successful,26,Liverpool,115726.0,Andy Robertson,80.4,92.0,71.5,74.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,34.0,68,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,71.4,73.9,74.1,62.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,36.0,68,Pass,Successful,26,Liverpool,363884.0,Ryan Gravenberch,72.8,57.6,71.3,41.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,38.0,68,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,71.3,41.0,79.9,9.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,42.0,68,Pass,Successful,26,Liverpool,108226.0,Mohamed Salah,79.2,11.3,68.8,17.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,44.0,68,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,69.2,14.9,76.2,5.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,45.0,68,Pass,Successful,26,Liverpool,108226.0,Mohamed Salah,76.2,6.4,77.0,15.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,47.0,68,Challenge,Unsuccessful,165,Ipswich,270446.0,Kalvin Phillips,15.4,77.6,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,47.0,68,TakeOn,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,84.6,22.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,48.0,68,Challenge,Unsuccessful,165,Ipswich,411335.0,Jaden Philogene,9.0,72.6,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,48.0,68,TakeOn,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,91.0,27.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,49.0,68,Pass,Unsuccessful,26,Liverpool,318871.0,Trent Alexander-Arnold,95.8,25.5,92.9,44.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,50.0,68,Clearance,Successful,165,Ipswich,362826.0,Dara O'Shea,9.7,53.7,19.4,89.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,54.0,68,Dispossessed,Successful,26,Liverpool,363884.0,Ryan Gravenberch,79.2,8.9,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,54.0,68,Tackle,Successful,165,Ipswich,270446.0,Kalvin Phillips,20.8,91.1,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,60,55.0,68,Clearance,Successful,165,Ipswich,270446.0,Kalvin Phillips,23.2,84.6,34.6,100.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,2.0,69,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,73.0,0.0,72.4,8.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,2.0,69,Pass,Successful,26,Liverpool,363884.0,Ryan Gravenberch,73.3,9.1,72.9,3.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,4.0,69,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,72.9,3.4,57.8,7.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,7.0,69,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,57.9,13.4,55.9,47.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,12.0,69,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,63.2,54.2,70.2,47.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,17.0,69,Pass,Successful,26,Liverpool,363884.0,Ryan Gravenberch,72.8,39.4,81.8,10.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,19.0,69,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,81.8,10.7,74.0,10.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,22.0,69,Pass,Unsuccessful,26,Liverpool,108226.0,Mohamed Salah,73.6,26.5,87.4,56.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,23.0,69,Clearance,Successful,165,Ipswich,299271.0,Axel Tuanzebe,12.5,45.7,36.8,45.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,27.0,69,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,66.0,60.9,67.4,37.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,31.0,69,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,68.9,38.0,76.3,38.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,31.0,69,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,76.3,38.2,67.0,37.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,34.0,69,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,67.0,37.1,71.6,34.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,38.0,69,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,72.2,36.3,68.4,61.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,40.0,69,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,70.0,63.9,77.0,83.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,42.0,69,Pass,Successful,26,Liverpool,115726.0,Andy Robertson,76.1,81.4,74.5,72.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,43.0,69,Pass,Successful,26,Liverpool,345319.0,Alexis Mac Allister,74.5,72.6,68.5,62.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,44.0,69,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,69.6,61.8,72.2,71.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,46.0,69,Pass,Successful,26,Liverpool,115726.0,Andy Robertson,72.4,73.9,69.7,64.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,51.0,69,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,72.2,58.2,82.4,87.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,57.0,69,Pass,Successful,26,Liverpool,352825.0,Cody Gakpo,82.2,87.4,74.3,78.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,61,59.0,69,Pass,Successful,26,Liverpool,345319.0,Alexis Mac Allister,72.9,75.0,69.7,42.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,1.0,70,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,70.9,37.7,86.9,19.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,3.0,70,Pass,Unsuccessful,26,Liverpool,318871.0,Trent Alexander-Arnold,88.9,18.6,90.5,33.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,4.0,70,BallTouch,Unsuccessful,165,Ipswich,108640.0,Conor Townsend,9.3,64.1,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,6.0,70,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,98.2,30.7,89.4,14.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,10.0,70,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,86.7,4.7,88.6,14.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,12.0,70,BallTouch,Unsuccessful,26,Liverpool,363884.0,Ryan Gravenberch,88.6,13.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,13.0,70,ShieldBallOpp,Successful,165,Ipswich,108640.0,Conor Townsend,14.3,93.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,32.0,70,Pass,Successful,165,Ipswich,108640.0,Conor Townsend,18.9,100.0,30.6,76.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,34.0,70,Pass,Successful,165,Ipswich,430908.0,Omari Hutchinson,30.6,76.6,26.5,84.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,34.0,70,Pass,Unsuccessful,165,Ipswich,270446.0,Kalvin Phillips,26.5,84.3,30.2,82.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,34.0,70,BallTouch,Successful,26,Liverpool,345319.0,Alexis Mac Allister,57.5,15.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,36.0,70,Pass,Successful,165,Ipswich,270446.0,Kalvin Phillips,31.3,77.7,45.1,65.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,38.0,70,Dispossessed,Successful,165,Ipswich,134666.0,Sam Morsy,48.6,68.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,38.0,70,Tackle,Successful,26,Liverpool,377168.0,Luis Díaz,51.4,32.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,40.0,70,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,50.9,28.9,37.2,23.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,41.0,70,BallRecovery,Successful,26,Liverpool,95408.0,Virgil van Dijk,33.5,22.1,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,50.0,70,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,35.8,45.2,40.2,29.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,56.0,70,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,56.7,18.6,67.9,19.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,57.0,70,Pass,Successful,26,Liverpool,108226.0,Mohamed Salah,67.9,19.5,69.2,5.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,62,59.0,70,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,69.2,5.3,62.9,12.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,0.0,71,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,62.9,12.6,92.8,26.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,6.0,71,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,91.6,24.3,96.3,23.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,7.0,71,Pass,Unsuccessful,26,Liverpool,318871.0,Trent Alexander-Arnold,96.0,22.5,92.6,36.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,8.0,71,Clearance,Successful,165,Ipswich,381161.0,Jacob Greaves,9.8,62.1,13.5,63.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,9.0,71,Pass,Successful,165,Ipswich,270446.0,Kalvin Phillips,13.5,63.6,9.9,77.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,10.0,71,BallRecovery,Successful,165,Ipswich,108640.0,Conor Townsend,9.9,77.1,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,11.0,71,Pass,Unsuccessful,165,Ipswich,108640.0,Conor Townsend,9.9,77.1,37.8,100.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,18.0,71,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,55.9,0.0,41.5,16.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,22.0,71,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,44.8,27.7,53.7,53.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,29.0,71,Pass,Successful,26,Liverpool,115726.0,Andy Robertson,66.0,63.9,70.3,82.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,32.0,71,Pass,Successful,26,Liverpool,377168.0,Luis Díaz,67.8,80.2,63.3,69.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,34.0,71,Pass,Successful,26,Liverpool,115726.0,Andy Robertson,64.6,69.0,68.2,43.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,37.0,71,SavedShot,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,72.0,43.0,,,50.3,19.0,76.7,44.2,True,True,,,779.0,115726.0
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,37.0,71,Save,Successful,165,Ipswich,270446.0,Kalvin Phillips,23.4,56.1,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,42.0,71,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,65.2,7.4,74.4,3.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,43.0,71,Pass,Successful,26,Liverpool,108226.0,Mohamed Salah,74.9,3.5,77.5,7.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,44.0,71,Pass,Unsuccessful,26,Liverpool,318871.0,Trent Alexander-Arnold,77.5,7.7,79.2,4.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,44.0,71,BlockedPass,Successful,165,Ipswich,381161.0,Jacob Greaves,27.8,84.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,46.0,71,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,77.0,1.9,80.9,6.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,48.0,71,TakeOn,Unsuccessful,26,Liverpool,108226.0,Mohamed Salah,80.6,7.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,48.0,71,Tackle,Successful,165,Ipswich,108640.0,Conor Townsend,19.4,92.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,54.0,71,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,78.9,0.0,62.6,19.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,57.0,71,Pass,Successful,26,Liverpool,369875.0,Dominik Szoboszlai,62.6,19.8,66.6,8.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,63,59.0,71,Pass,Successful,26,Liverpool,363884.0,Ryan Gravenberch,65.3,11.9,56.2,2.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,4.0,72,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,57.8,12.8,56.7,53.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,9.0,72,Pass,Successful,26,Liverpool,95408.0,Virgil van Dijk,63.7,59.6,74.1,74.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,13.0,72,Pass,Successful,26,Liverpool,377168.0,Luis Díaz,72.7,70.6,68.6,33.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,16.0,72,Pass,Successful,26,Liverpool,345957.0,Ibrahima Konaté,66.0,27.4,79.1,10.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,18.0,72,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,79.5,10.7,96.1,22.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,21.0,72,Pass,Successful,26,Liverpool,108226.0,Mohamed Salah,92.1,15.8,79.4,12.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,22.0,72,Pass,Successful,26,Liverpool,318871.0,Trent Alexander-Arnold,79.4,12.0,86.9,7.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,25.0,72,Pass,Unsuccessful,26,Liverpool,108226.0,Mohamed Salah,86.0,7.7,76.7,11.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,26.0,72,Interception,Successful,165,Ipswich,411335.0,Jaden Philogene,26.0,77.7,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-25 Liverpool-Ipswich,1821399,SecondHalf,64,30.0,72,BallRecovery,Successful,165,Ipswich,411335.0,Jaden Philogene,26.6,80.4,,,,,,,False,,,,,
