league,season,game,game_id,period,minute,second,expanded_minute,type,outcome_type,team_id,team,player_id,player,x,y,end_x,end_y,goal_mouth_y,goal_mouth_z,blocked_x,blocked_y,is_touch,is_shot,is_goal,card_type,related_event_id,related_player_id
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,2.0,46,BallTouch,Unsuccessful,29,West Ham,400166.0,Mohammed Kudus,64.7,7.7,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,3.0,46,Foul,Successful,24,Aston Villa,,,34.2,92.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,3.0,46,Foul,Unsuccessful,29,West Ham,400166.0,Mohammed Kudus,65.8,7.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,42.0,46,Pass,Unsuccessful,24,Aston Villa,384134.0,Ian Maatsen,35.4,97.0,63.2,75.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,45.0,46,Aerial,Successful,29,West Ham,111372.0,Vladimír Coufal,34.7,23.1,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,45.0,46,Aerial,Unsuccessful,24,Aston Villa,148503.0,Ollie Watkins,65.3,76.9,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,45.0,46,Pass,Unsuccessful,29,West Ham,111372.0,Vladimír Coufal,31.2,20.6,37.7,29.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,46.0,46,TakeOn,Unsuccessful,24,Aston Villa,362824.0,Morgan Rogers,57.8,77.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,46.0,46,Tackle,Successful,29,West Ham,322696.0,Edson Álvarez,42.2,22.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,48.0,46,Dispossessed,Successful,29,West Ham,322696.0,Edson Álvarez,40.4,25.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,48.0,46,Tackle,Unsuccessful,24,Aston Villa,331790.0,Boubacar Kamara,59.6,74.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,51.0,46,Pass,Successful,29,West Ham,143595.0,Tomás Soucek,36.4,44.3,40.7,49.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,53.0,46,TakeOn,Unsuccessful,29,West Ham,313542.0,Carlos Soler,41.0,48.9,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,53.0,46,Tackle,Successful,24,Aston Villa,331790.0,Boubacar Kamara,59.0,51.1,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,57.0,46,Pass,Successful,24,Aston Villa,331790.0,Boubacar Kamara,62.5,32.4,69.0,11.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,58.0,46,TakeOn,Unsuccessful,24,Aston Villa,322043.0,Matty Cash,71.5,12.7,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,59.0,46,Foul,Successful,24,Aston Villa,322043.0,Matty Cash,72.0,12.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,46,59.0,46,Foul,Unsuccessful,29,West Ham,313542.0,Carlos Soler,28.0,88.0,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,2.0,47,Pass,Successful,24,Aston Villa,331790.0,Boubacar Kamara,71.1,16.0,86.2,31.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,6.0,47,TakeOn,Unsuccessful,24,Aston Villa,362824.0,Morgan Rogers,91.0,24.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,6.0,47,Tackle,Unsuccessful,29,West Ham,368310.0,Maximilian Kilman,9.0,75.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,6.0,47,BallTouch,Successful,24,Aston Villa,362824.0,Morgan Rogers,89.6,24.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,7.0,47,BallTouch,Successful,29,West Ham,101955.0,Emerson,11.9,81.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,10.0,47,Pass,Successful,24,Aston Villa,362824.0,Morgan Rogers,78.2,16.8,75.0,32.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,11.0,47,Pass,Successful,24,Aston Villa,136345.0,Youri Tielemans,75.0,32.1,97.9,21.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,13.0,47,Pass,Unsuccessful,24,Aston Villa,322043.0,Matty Cash,97.9,21.9,92.1,37.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,14.0,47,Clearance,Successful,29,West Ham,68049.0,Aaron Cresswell,7.9,62.9,14.4,45.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,16.0,47,Pass,Successful,24,Aston Villa,327682.0,Leon Bailey,87.5,40.2,86.9,52.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,18.0,47,SavedShot,Successful,24,Aston Villa,384134.0,Ian Maatsen,85.7,63.5,,,50.9,19.0,88.1,61.4,True,True,,,369.0,327682.0
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,18.0,47,Save,Successful,29,West Ham,111372.0,Vladimír Coufal,11.9,38.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,21.0,47,SavedShot,Successful,24,Aston Villa,89925.0,Lucas Digne,72.1,52.8,,,50.6,19.0,82.3,52.0,True,True,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,21.0,47,Save,Successful,29,West Ham,143595.0,Tomás Soucek,17.7,50.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,24.0,47,TakeOn,Unsuccessful,29,West Ham,319756.0,Lucas Paquetá,33.8,48.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,25.0,47,Tackle,Successful,24,Aston Villa,301440.0,Ezri Konsa,66.2,51.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,26.0,47,Pass,Unsuccessful,24,Aston Villa,362824.0,Morgan Rogers,69.2,42.0,60.6,34.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,27.0,47,Interception,Successful,29,West Ham,319756.0,Lucas Paquetá,37.3,64.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,28.0,47,BallRecovery,Successful,29,West Ham,319756.0,Lucas Paquetá,37.3,71.1,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,31.0,47,Dispossessed,Successful,29,West Ham,319756.0,Lucas Paquetá,40.1,84.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,32.0,47,Tackle,Successful,24,Aston Villa,322043.0,Matty Cash,59.9,15.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,33.0,47,BallRecovery,Successful,24,Aston Villa,322043.0,Matty Cash,63.4,10.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,37.0,47,Foul,Successful,24,Aston Villa,322043.0,Matty Cash,73.0,11.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,47,37.0,47,Foul,Unsuccessful,29,West Ham,322696.0,Edson Álvarez,27.0,88.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,48,30.0,48,Pass,Unsuccessful,24,Aston Villa,89925.0,Lucas Digne,70.6,10.0,100.0,26.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,0.0,49,Pass,Unsuccessful,29,West Ham,92516.0,Alphonse Areola,4.4,53.9,60.2,28.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,3.0,49,Aerial,Successful,24,Aston Villa,89925.0,Lucas Digne,37.7,71.6,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,3.0,49,Aerial,Unsuccessful,29,West Ham,319756.0,Lucas Paquetá,62.3,28.4,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,3.0,49,Pass,Successful,24,Aston Villa,89925.0,Lucas Digne,33.4,71.4,39.5,54.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,6.0,49,Pass,Unsuccessful,24,Aston Villa,327682.0,Leon Bailey,41.4,46.3,46.4,58.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,7.0,49,Pass,Successful,29,West Ham,143595.0,Tomás Soucek,54.3,37.7,61.9,27.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,9.0,49,TakeOn,Unsuccessful,29,West Ham,319756.0,Lucas Paquetá,61.7,30.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,10.0,49,Tackle,Unsuccessful,24,Aston Villa,136345.0,Youri Tielemans,38.3,70.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,13.0,49,Foul,Successful,29,West Ham,319756.0,Lucas Paquetá,63.1,30.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,13.0,49,Foul,Unsuccessful,24,Aston Villa,136345.0,Youri Tielemans,36.9,69.2,,,,,,,False,,,,384.0,136345.0
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,19.0,49,Card,Successful,24,Aston Villa,136345.0,Youri Tielemans,0.0,0.0,,,,,,,False,,,Yellow,383.0,136345.0
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,49,27.0,49,Card,Successful,29,West Ham,68049.0,Aaron Cresswell,0.0,0.0,,,,,,,False,,,Yellow,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,16.0,52,Pass,Unsuccessful,29,West Ham,68049.0,Aaron Cresswell,63.2,26.8,88.4,53.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,18.0,52,Aerial,Successful,24,Aston Villa,331790.0,Boubacar Kamara,10.9,46.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,18.0,52,Aerial,Unsuccessful,29,West Ham,368310.0,Maximilian Kilman,89.1,53.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,18.0,52,Clearance,Successful,24,Aston Villa,331790.0,Boubacar Kamara,10.2,45.8,17.4,39.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,19.0,52,MissedShots,Successful,29,West Ham,400166.0,Mohammed Kudus,86.8,58.1,,,39.5,20.8,93.3,49.8,True,True,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,20.0,52,BallTouch,Successful,29,West Ham,368310.0,Maximilian Kilman,93.2,49.7,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,20.0,52,BallTouch,Successful,24,Aston Villa,136345.0,Youri Tielemans,6.2,54.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,21.0,52,MissedShots,Successful,29,West Ham,319756.0,Lucas Paquetá,86.4,47.2,,,62.2,16.7,,,True,True,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,52,58.0,52,Pass,Unsuccessful,24,Aston Villa,102248.0,Emiliano Martínez,3.8,58.6,62.1,71.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,1.0,53,Aerial,Successful,29,West Ham,143595.0,Tomás Soucek,37.6,24.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,1.0,53,Aerial,Unsuccessful,24,Aston Villa,148503.0,Ollie Watkins,62.4,75.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,1.0,53,Pass,Unsuccessful,29,West Ham,143595.0,Tomás Soucek,35.8,19.7,39.9,19.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,1.0,53,BallTouch,Successful,24,Aston Villa,148503.0,Ollie Watkins,62.1,71.9,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,2.0,53,Pass,Successful,29,West Ham,143595.0,Tomás Soucek,38.7,23.5,44.6,20.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,2.0,53,BallRecovery,Successful,29,West Ham,400166.0,Mohammed Kudus,52.1,24.1,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,4.0,53,Challenge,Unsuccessful,24,Aston Villa,136345.0,Youri Tielemans,56.2,70.6,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,4.0,53,TakeOn,Successful,29,West Ham,400166.0,Mohammed Kudus,43.8,29.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,6.0,53,Pass,Successful,29,West Ham,400166.0,Mohammed Kudus,57.5,23.3,73.9,8.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,11.0,53,Pass,Successful,29,West Ham,331924.0,Aaron Wan-Bissaka,86.2,4.4,94.8,14.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,13.0,53,TakeOn,Unsuccessful,29,West Ham,400166.0,Mohammed Kudus,93.8,14.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,13.0,53,Tackle,Unsuccessful,24,Aston Villa,331790.0,Boubacar Kamara,6.2,85.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,16.0,53,BallTouch,Unsuccessful,29,West Ham,400166.0,Mohammed Kudus,92.6,22.5,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,16.0,53,BallRecovery,Successful,24,Aston Villa,89925.0,Lucas Digne,3.9,79.7,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,20.0,53,Foul,Successful,24,Aston Villa,89925.0,Lucas Digne,5.0,91.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,53,20.0,53,Foul,Unsuccessful,29,West Ham,322696.0,Edson Álvarez,95.0,8.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,54,27.0,54,Pass,Unsuccessful,24,Aston Villa,102248.0,Emiliano Martínez,7.6,88.0,64.8,79.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,54,29.0,54,End,Successful,24,Aston Villa,,,0.0,0.0,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,FirstHalf,54,29.0,54,End,Successful,29,West Ham,,,0.0,0.0,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,45,0.0,55,Start,Successful,24,Aston Villa,,,0.0,0.0,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,45,0.0,55,Start,Successful,29,West Ham,,,0.0,0.0,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,45,0.0,55,Pass,Successful,29,West Ham,313542.0,Carlos Soler,49.9,50.1,24.6,46.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,45,3.0,55,Pass,Successful,29,West Ham,92516.0,Alphonse Areola,24.7,46.7,68.6,16.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,45,7.0,55,BallTouch,Unsuccessful,29,West Ham,319756.0,Lucas Paquetá,69.4,16.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,45,8.0,55,Foul,Successful,24,Aston Villa,89925.0,Lucas Digne,26.8,84.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,45,8.0,55,Foul,Unsuccessful,29,West Ham,319756.0,Lucas Paquetá,73.2,15.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,47,1.0,57,Pass,Unsuccessful,24,Aston Villa,102248.0,Emiliano Martínez,26.7,79.6,70.1,76.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,47,4.0,57,Aerial,Successful,29,West Ham,368310.0,Maximilian Kilman,26.4,30.5,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,47,4.0,57,Aerial,Unsuccessful,24,Aston Villa,148503.0,Ollie Watkins,73.6,69.5,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,47,4.0,57,Clearance,Successful,29,West Ham,368310.0,Maximilian Kilman,23.2,28.0,27.1,13.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,30.0,59,Pass,Successful,24,Aston Villa,369813.0,Jacob Ramsey,86.0,83.3,95.1,91.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,31.0,59,Pass,Unsuccessful,24,Aston Villa,384134.0,Ian Maatsen,95.1,91.3,94.1,84.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,31.0,59,Clearance,Successful,29,West Ham,331924.0,Aaron Wan-Bissaka,6.4,18.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,33.0,59,CornerAwarded,Successful,24,Aston Villa,384134.0,Ian Maatsen,93.8,83.0,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,33.0,59,CornerAwarded,Unsuccessful,29,West Ham,331924.0,Aaron Wan-Bissaka,6.2,17.0,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,52.0,59,Pass,Successful,24,Aston Villa,136345.0,Youri Tielemans,99.5,99.5,91.7,93.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,53.0,59,Pass,Successful,24,Aston Villa,384134.0,Ian Maatsen,91.7,93.2,76.5,87.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,56.0,59,Pass,Successful,24,Aston Villa,89925.0,Lucas Digne,76.5,87.5,84.6,92.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,57.0,59,Pass,Successful,24,Aston Villa,136345.0,Youri Tielemans,81.1,91.6,71.8,81.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,49,59.0,59,Pass,Unsuccessful,24,Aston Villa,89925.0,Lucas Digne,71.8,85.9,100.0,81.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,21.0,60,Pass,Successful,29,West Ham,92516.0,Alphonse Areola,4.5,47.2,61.0,43.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,24.0,60,Aerial,Successful,29,West Ham,319756.0,Lucas Paquetá,61.2,40.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,24.0,60,Aerial,Unsuccessful,24,Aston Villa,331790.0,Boubacar Kamara,38.8,59.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,24.0,60,BallTouch,Successful,29,West Ham,319756.0,Lucas Paquetá,60.5,43.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,26.0,60,BallRecovery,Successful,24,Aston Villa,301440.0,Ezri Konsa,20.6,50.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,26.0,60,Pass,Successful,24,Aston Villa,301440.0,Ezri Konsa,20.6,50.2,3.4,49.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,31.0,60,Pass,Successful,24,Aston Villa,102248.0,Emiliano Martínez,3.4,49.7,9.9,46.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,31.0,60,Pass,Successful,24,Aston Villa,301440.0,Ezri Konsa,9.9,46.8,3.1,49.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,32.0,60,Pass,Successful,24,Aston Villa,102248.0,Emiliano Martínez,3.1,49.7,40.5,40.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,35.0,60,BallTouch,Unsuccessful,24,Aston Villa,362824.0,Morgan Rogers,43.0,44.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,37.0,60,BallRecovery,Successful,29,West Ham,368310.0,Maximilian Kilman,55.1,56.0,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,40.0,60,Pass,Successful,29,West Ham,368310.0,Maximilian Kilman,54.4,66.0,50.8,81.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,43.0,60,Pass,Successful,29,West Ham,68049.0,Aaron Cresswell,51.1,84.4,48.8,66.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,46.0,60,Pass,Successful,29,West Ham,368310.0,Maximilian Kilman,52.0,64.0,82.8,6.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,52.0,60,Pass,Successful,29,West Ham,331924.0,Aaron Wan-Bissaka,78.7,17.4,78.9,28.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,55.0,60,Pass,Successful,29,West Ham,400166.0,Mohammed Kudus,74.8,31.9,82.3,77.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,58.0,60,Pass,Unsuccessful,29,West Ham,101955.0,Emerson,84.7,78.7,88.2,75.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,50,58.0,60,BallTouch,Successful,24,Aston Villa,327682.0,Leon Bailey,14.9,21.1,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,51,0.0,61,Clearance,Successful,24,Aston Villa,136345.0,Youri Tielemans,13.7,49.5,26.2,53.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,51,2.0,61,BallRecovery,Successful,24,Aston Villa,148503.0,Ollie Watkins,27.7,50.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,51,4.0,61,Pass,Successful,24,Aston Villa,148503.0,Ollie Watkins,35.4,28.6,41.2,13.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,51,8.0,61,Pass,Unsuccessful,24,Aston Villa,327682.0,Leon Bailey,48.6,16.8,86.0,57.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,51,11.0,61,KeeperPickup,Successful,29,West Ham,92516.0,Alphonse Areola,13.9,39.7,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,51,12.0,61,Pass,Successful,29,West Ham,92516.0,Alphonse Areola,13.9,39.7,28.6,32.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,51,19.0,61,Pass,Successful,29,West Ham,331924.0,Aaron Wan-Bissaka,45.4,51.3,44.8,68.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Aston Villa-West Ham,1821391,SecondHalf,51,21.0,61,Pass,Successful,29,West Ham,313542.0,Carlos Soler,46.5,68.1,55.6,59.4,,,,,True,,,,,
